Info 0    [17:40:56.003] Starting TS Server
Info 1167 [17:50:59.109] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 290 structureChanged: false Elapsed: 20.98865700000897ms
Info 1168 [17:50:59.109] Different program with same set of files:: structureIsReused:: 2
Info 1169 [17:50:59.761] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1170 [17:50:59.803] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 291 structureChanged: false Elapsed: 41.97158999973908ms
Info 1171 [17:50:59.803] Different program with same set of files:: structureIsReused:: 2
Info 1172 [17:51:01.127] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1173 [17:51:01.149] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 292 structureChanged: false Elapsed: 21.762861999683082ms
Info 1174 [17:51:01.149] Different program with same set of files:: structureIsReused:: 2
Info 1175 [17:51:06.536] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1176 [17:51:06.586] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 293 structureChanged: false Elapsed: 49.66131599992514ms
Info 1177 [17:51:06.586] Different program with same set of files:: structureIsReused:: 2
Info 1178 [17:51:06.587] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1179 [17:51:06.608] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 294 structureChanged: false Elapsed: 21.50444500008598ms
Info 1180 [17:51:06.608] Different program with same set of files:: structureIsReused:: 2
Info 1181 [17:51:35.616] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1182 [17:51:35.669] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 295 structureChanged: false Elapsed: 52.91788100032136ms
Info 1183 [17:51:35.669] Different program with same set of files:: structureIsReused:: 2
Info 1184 [17:51:37.060] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1185 [17:51:37.116] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 296 structureChanged: false Elapsed: 55.76126400008798ms
Info 1186 [17:51:37.116] Different program with same set of files:: structureIsReused:: 2
Info 1187 [17:51:37.641] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1188 [17:51:37.678] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 297 structureChanged: false Elapsed: 37.368156999815255ms
Info 1189 [17:51:37.678] Different program with same set of files:: structureIsReused:: 2
Info 1190 [17:51:37.945] getCompletionData: Get current token: 0.019317999947816133
Info 1191 [17:51:37.946] getCompletionData: Is inside comment: 0.06652299966663122
Info 1192 [17:51:37.946] getCompletionData: Get previous token 1: 0.042615000158548355
Info 1193 [17:51:37.946] getCompletionData: Get previous token 2: 0.035243000369518995
Info 1194 [17:51:37.946] getCompletionsAtPosition: isCompletionListBlocker: 0.3158229999244213
Info 1195 [17:51:37.946] Returning an empty list because completion was requested in an invalid position.
Info 1196 [17:51:38.545] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1197 [17:51:38.581] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 298 structureChanged: false Elapsed: 35.395654999651015ms
Info 1198 [17:51:38.581] Different program with same set of files:: structureIsReused:: 2
Info 1199 [17:51:39.598] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1200 [17:51:39.631] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 299 structureChanged: false Elapsed: 33.40435399999842ms
Info 1201 [17:51:39.631] Different program with same set of files:: structureIsReused:: 2
Info 1202 [17:51:40.789] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1203 [17:51:40.814] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 300 structureChanged: false Elapsed: 24.944434999953955ms
Info 1204 [17:51:40.814] Different program with same set of files:: structureIsReused:: 2
Info 1205 [17:51:42.091] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1206 [17:51:42.150] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 301 structureChanged: false Elapsed: 58.04101299960166ms
Info 1207 [17:51:42.150] Different program with same set of files:: structureIsReused:: 2
Info 1208 [17:51:43.584] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1209 [17:51:43.619] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 302 structureChanged: false Elapsed: 35.11705099977553ms
Info 1210 [17:51:43.619] Different program with same set of files:: structureIsReused:: 2
Info 1211 [17:51:44.381] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1212 [17:51:44.403] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 303 structureChanged: false Elapsed: 22.51755699981004ms
Info 1213 [17:51:44.403] Different program with same set of files:: structureIsReused:: 2
Info 1214 [17:51:50.443] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1215 [17:51:50.489] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 304 structureChanged: false Elapsed: 45.71849899971858ms
Info 1216 [17:51:50.489] Different program with same set of files:: structureIsReused:: 2
Info 1217 [17:51:50.658] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1218 [17:51:50.686] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 305 structureChanged: false Elapsed: 28.60660699987784ms
Info 1219 [17:51:50.686] Different program with same set of files:: structureIsReused:: 2
Info 1220 [17:51:51.250] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1221 [17:51:51.270] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 306 structureChanged: false Elapsed: 19.9641530001536ms
Info 1222 [17:51:51.270] Different program with same set of files:: structureIsReused:: 2
Info 1223 [17:51:52.884] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1224 [17:51:52.911] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 307 structureChanged: false Elapsed: 26.977901000063866ms
Info 1225 [17:51:52.911] Different program with same set of files:: structureIsReused:: 2
Info 1226 [17:51:53.059] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1227 [17:51:53.078] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 308 structureChanged: false Elapsed: 18.59493099991232ms
Info 1228 [17:51:53.078] Different program with same set of files:: structureIsReused:: 2
Info 1229 [17:51:53.370] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1230 [17:51:53.392] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 309 structureChanged: false Elapsed: 21.896817999891937ms
Info 1231 [17:51:53.392] Different program with same set of files:: structureIsReused:: 2
Info 1232 [17:51:53.777] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1233 [17:51:53.798] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 310 structureChanged: false Elapsed: 20.968091999646276ms
Info 1234 [17:51:53.799] Different program with same set of files:: structureIsReused:: 2
Info 1235 [17:51:55.060] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1236 [17:51:55.082] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 311 structureChanged: false Elapsed: 21.957193000242114ms
Info 1237 [17:51:55.083] Different program with same set of files:: structureIsReused:: 2
Info 1238 [17:51:55.263] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1239 [17:51:55.305] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 312 structureChanged: false Elapsed: 42.35454800026491ms
Info 1240 [17:51:55.305] Different program with same set of files:: structureIsReused:: 2
Info 1241 [17:51:55.659] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1242 [17:51:55.682] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 313 structureChanged: false Elapsed: 22.511431999970227ms
Info 1243 [17:51:55.682] Different program with same set of files:: structureIsReused:: 2
Info 1244 [17:51:55.961] getCompletionData: Get current token: 0.0304240002296865
Info 1245 [17:51:55.961] getCompletionData: Is inside comment: 0.13694099988788366
Info 1246 [17:51:55.962] getCompletionData: Get previous token 1: 0.11211400013417006
Info 1247 [17:51:55.962] getCompletionData: Get previous token 2: 0.22139700036495924
Info 1248 [17:51:55.963] getCompletionsAtPosition: isCompletionListBlocker: 0.4638010002672672
Info 1249 [17:51:55.975] getSymbolsFromOtherSourceFileExports: Using cached list
Info 1250 [17:51:56.012] getCompletionData: Semantic work: 49.171207999810576
Info 1251 [17:51:56.055] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 42.342205999884754
Info 1252 [17:51:56.849] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1253 [17:51:56.890] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 314 structureChanged: false Elapsed: 41.66485199984163ms
Info 1254 [17:51:56.891] Different program with same set of files:: structureIsReused:: 2
Info 1255 [17:51:57.156] getCompletionData: Get current token: 0.011604999657720327
Info 1256 [17:51:57.156] getCompletionData: Is inside comment: 0.053081999998539686
Info 1257 [17:51:57.157] getCompletionData: Get previous token 1: 0.04295200016349554
Info 1258 [17:51:57.157] getCompletionsAtPosition: isCompletionListBlocker: 0.004587000235915184
Info 1259 [17:51:57.159] getCompletionData: Semantic work: 2.3627700000070035
Info 1260 [17:51:57.160] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.8953459998592734
Info 1261 [17:51:58.690] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1262 [17:51:58.708] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 315 structureChanged: false Elapsed: 18.3916400000453ms
Info 1263 [17:51:58.709] Different program with same set of files:: structureIsReused:: 2
Info 1264 [17:51:59.404] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1265 [17:51:59.451] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 316 structureChanged: false Elapsed: 46.35253200028092ms
Info 1266 [17:51:59.451] Different program with same set of files:: structureIsReused:: 2
Info 1267 [17:52:00.052] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1268 [17:52:00.071] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 317 structureChanged: false Elapsed: 18.417936000041664ms
Info 1269 [17:52:00.071] Different program with same set of files:: structureIsReused:: 2
Info 1270 [17:52:01.205] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1271 [17:52:01.230] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 318 structureChanged: false Elapsed: 24.96750699961558ms
Info 1272 [17:52:01.231] Different program with same set of files:: structureIsReused:: 2
Info 1273 [17:52:01.231] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1274 [17:52:01.258] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 319 structureChanged: false Elapsed: 26.315157999750227ms
Info 1275 [17:52:01.258] Different program with same set of files:: structureIsReused:: 2
Info 1276 [17:52:01.910] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1277 [17:52:01.961] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 320 structureChanged: false Elapsed: 50.34945000009611ms
Info 1278 [17:52:01.961] Different program with same set of files:: structureIsReused:: 2
Info 1279 [17:52:02.213] getCompletionData: Get current token: 0.015482000075280666
Info 1280 [17:52:02.213] getCompletionData: Is inside comment: 0.07090399973094463
Info 1281 [17:52:02.213] getCompletionData: Get previous token 1: 0.05898700002580881
Info 1282 [17:52:02.213] getCompletionData: Get previous token 2: 0.08154800022020936
Info 1283 [17:52:02.213] getCompletionsAtPosition: isCompletionListBlocker: 0.005960999988019466
Info 1284 [17:52:02.217] getCompletionData: Semantic work: 3.0734200002625585
Info 1285 [17:52:02.217] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.3825540002435446
Info 1286 [17:52:02.804] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1287 [17:52:02.842] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 321 structureChanged: false Elapsed: 38.57322299992666ms
Info 1288 [17:52:02.843] Different program with same set of files:: structureIsReused:: 2
Info 1289 [17:52:03.107] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1290 [17:52:03.130] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 322 structureChanged: false Elapsed: 22.193233999889344ms
Info 1291 [17:52:03.130] Different program with same set of files:: structureIsReused:: 2
Info 1292 [17:52:03.419] getCompletionData: Get current token: 0.010234999936074018
Info 1293 [17:52:03.419] getCompletionData: Is inside comment: 0.3571810000576079
Info 1294 [17:52:03.419] getCompletionData: Get previous token 1: 0.04327900009229779
Info 1295 [17:52:03.419] getCompletionsAtPosition: isCompletionListBlocker: 0.004149000160396099
Info 1296 [17:52:03.422] getCompletionData: Semantic work: 1.996559000108391
Info 1297 [17:52:03.422] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.0011799996718764305
Info 1298 [17:52:04.490] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1299 [17:52:04.556] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 323 structureChanged: false Elapsed: 64.9583720001392ms
Info 1300 [17:52:04.556] Different program with same set of files:: structureIsReused:: 2
Info 1301 [17:52:04.841] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1302 [17:52:04.866] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 324 structureChanged: false Elapsed: 25.830505999736488ms
Info 1303 [17:52:04.867] Different program with same set of files:: structureIsReused:: 2
Info 1304 [17:52:05.410] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1305 [17:52:05.450] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 325 structureChanged: false Elapsed: 40.230791999958456ms
Info 1306 [17:52:05.450] Different program with same set of files:: structureIsReused:: 2
Info 1307 [17:52:06.134] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1308 [17:52:06.168] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 326 structureChanged: false Elapsed: 34.31323800003156ms
Info 1309 [17:52:06.168] Different program with same set of files:: structureIsReused:: 2
Info 1310 [17:52:06.619] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1311 [17:52:06.641] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 327 structureChanged: false Elapsed: 21.7593109998852ms
Info 1312 [17:52:06.641] Different program with same set of files:: structureIsReused:: 2
Info 1313 [17:52:16.781] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1314 [17:52:16.800] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 328 structureChanged: false Elapsed: 18.9721220000647ms
Info 1315 [17:52:16.800] Different program with same set of files:: structureIsReused:: 2
Info 1316 [17:52:16.950] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1317 [17:52:16.969] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 329 structureChanged: false Elapsed: 19.225101999938488ms
Info 1318 [17:52:16.969] Different program with same set of files:: structureIsReused:: 2
Info 1319 [17:52:17.494] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1320 [17:52:17.514] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 330 structureChanged: false Elapsed: 19.547861999832094ms
Info 1321 [17:52:17.514] Different program with same set of files:: structureIsReused:: 2
Info 1322 [17:52:17.516] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1323 [17:52:17.537] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 331 structureChanged: false Elapsed: 21.36903699999675ms
Info 1324 [17:52:17.537] Different program with same set of files:: structureIsReused:: 2
Info 1325 [17:52:17.542] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1326 [17:52:17.567] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 332 structureChanged: false Elapsed: 24.54902799986303ms
Info 1327 [17:52:17.567] Different program with same set of files:: structureIsReused:: 2
Info 1328 [17:52:17.696] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1329 [17:52:17.717] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 333 structureChanged: false Elapsed: 20.092331999912858ms
Info 1330 [17:52:17.717] Different program with same set of files:: structureIsReused:: 2
Info 1331 [17:52:35.173] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1332 [17:52:35.890] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 334 structureChanged: false Elapsed: 549.3716910001822ms
Info 1333 [17:52:35.890] Different program with same set of files:: structureIsReused:: 2
Info 1334 [17:54:20.031] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1335 [17:54:20.184] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 335 structureChanged: false Elapsed: 152.16519400011748ms
Info 1336 [17:54:20.184] Different program with same set of files:: structureIsReused:: 2
Info 1337 [17:54:20.859] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1338 [17:54:20.905] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 336 structureChanged: false Elapsed: 46.05590899987146ms
Info 1339 [17:54:20.905] Different program with same set of files:: structureIsReused:: 2
Info 1340 [17:54:22.362] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1341 [17:54:22.456] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 337 structureChanged: false Elapsed: 93.91151500027627ms
Info 1342 [17:54:22.457] Different program with same set of files:: structureIsReused:: 2
Info 1343 [17:54:27.292] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1344 [17:54:27.341] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 338 structureChanged: false Elapsed: 48.57133900001645ms
Info 1345 [17:54:27.341] Different program with same set of files:: structureIsReused:: 2
Info 1346 [17:55:07.132] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1347 [17:55:07.165] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 339 structureChanged: false Elapsed: 24.717906000092626ms
Info 1348 [17:55:07.166] Different program with same set of files:: structureIsReused:: 2
Info 1349 [17:55:08.019] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1350 [17:55:08.109] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 340 structureChanged: false Elapsed: 89.48409099970013ms
Info 1351 [17:55:08.109] Different program with same set of files:: structureIsReused:: 2
Info 1352 [17:55:08.616] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1353 [17:55:08.649] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 341 structureChanged: false Elapsed: 33.03110199980438ms
Info 1354 [17:55:08.649] Different program with same set of files:: structureIsReused:: 2
Info 1355 [17:55:11.605] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1356 [17:55:11.687] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 342 structureChanged: false Elapsed: 82.46560500003397ms
Info 1357 [17:55:11.688] Different program with same set of files:: structureIsReused:: 2
Info 1358 [17:55:12.429] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1359 [17:55:12.487] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 343 structureChanged: false Elapsed: 57.78180699981749ms
Info 1360 [17:55:12.487] Different program with same set of files:: structureIsReused:: 2
Info 1361 [17:55:12.855] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1362 [17:55:12.880] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 344 structureChanged: false Elapsed: 25.388043000362813ms
Info 1363 [17:55:12.880] Different program with same set of files:: structureIsReused:: 2
Info 1364 [17:55:13.099] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1365 [17:55:13.124] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 345 structureChanged: false Elapsed: 24.900178000330925ms
Info 1366 [17:55:13.125] Different program with same set of files:: structureIsReused:: 2
Info 1367 [17:55:17.786] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1368 [17:55:17.834] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 346 structureChanged: false Elapsed: 47.90808500070125ms
Info 1369 [17:55:17.834] Different program with same set of files:: structureIsReused:: 2
Info 1370 [17:56:18.192] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1371 [17:56:18.278] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 347 structureChanged: false Elapsed: 75.75006200000644ms
Info 1372 [17:56:18.278] Different program with same set of files:: structureIsReused:: 2
Info 1373 [17:56:18.621] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1374 [17:56:18.651] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 348 structureChanged: false Elapsed: 29.782531999982893ms
Info 1375 [17:56:18.651] Different program with same set of files:: structureIsReused:: 2
Info 1376 [17:56:19.086] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1377 [17:56:19.144] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 349 structureChanged: false Elapsed: 50.67354500014335ms
Info 1378 [17:56:19.144] Different program with same set of files:: structureIsReused:: 2
Info 1379 [17:56:19.399] getCompletionData: Get current token: 0.0194690003991127
Info 1380 [17:56:19.399] getCompletionData: Is inside comment: 0.00936300028115511
Info 1381 [17:56:19.400] getCompletionData: Get previous token 1: 0.08332100044935942
Info 1382 [17:56:19.400] getCompletionData: Get previous token 2: 0.05973799992352724
Info 1383 [17:56:19.400] getCompletionsAtPosition: isCompletionListBlocker: 0.006093000061810017
Info 1384 [17:56:19.430] getSymbolsFromOtherSourceFileExports: Using cached list
Info 1385 [17:56:19.509] getCompletionData: Semantic work: 108.71312199998647
Info 1386 [17:56:19.620] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 111.23552200011909
Info 1387 [17:56:19.635] getCompletionData: Get current token: 0.012891000136733055
Info 1388 [17:56:19.635] getCompletionData: Is inside comment: 0.010003999806940556
Info 1389 [17:56:19.635] getCompletionData: Get previous token 1: 0.056367999874055386
Info 1390 [17:56:19.635] getCompletionData: Get previous token 2: 0.035400000400841236
Info 1391 [17:56:19.635] getCompletionsAtPosition: isCompletionListBlocker: 0.017707000486552715
Info 1392 [17:56:19.661] getSymbolsFromOtherSourceFileExports: Using cached list
Info 1393 [17:56:19.668] getCompletionData: Semantic work: 32.345436999574304
Info 1394 [17:56:19.703] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 35.0127400001511
Info 1395 [17:56:19.715] getCompletionData: Get current token: 0.07189799938350916
Info 1396 [17:56:19.715] getCompletionData: Is inside comment: 0.03185200039297342
Info 1397 [17:56:19.715] getCompletionData: Get previous token 1: 0.12350600026547909
Info 1398 [17:56:19.715] getCompletionData: Get previous token 2: 0.04885700065642595
Info 1399 [17:56:19.715] getCompletionsAtPosition: isCompletionListBlocker: 0.007806000299751759
Info 1400 [17:56:19.722] getSymbolsFromOtherSourceFileExports: Using cached list
Info 1401 [17:56:19.724] getCompletionData: Semantic work: 8.404097000136971
Info 1402 [17:56:19.737] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 12.86593300011009
Info 1403 [17:56:19.744] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1404 [17:56:19.787] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 350 structureChanged: false Elapsed: 43.04472399968654ms
Info 1405 [17:56:19.787] Different program with same set of files:: structureIsReused:: 2
Info 1406 [17:56:51.481] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1407 [17:56:51.558] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 351 structureChanged: false Elapsed: 76.1919260006398ms
Info 1408 [17:56:51.558] Different program with same set of files:: structureIsReused:: 2
Info 1409 [17:56:52.211] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1410 [17:56:52.251] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 352 structureChanged: false Elapsed: 39.95122900046408ms
Info 1411 [17:56:52.251] Different program with same set of files:: structureIsReused:: 2
Info 1412 [17:56:52.564] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1413 [17:56:52.624] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 353 structureChanged: false Elapsed: 59.84940499998629ms
Info 1414 [17:56:52.625] Different program with same set of files:: structureIsReused:: 2
Info 1415 [17:56:53.962] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1416 [17:56:54.031] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 354 structureChanged: false Elapsed: 68.70272599998862ms
Info 1417 [17:56:54.031] Different program with same set of files:: structureIsReused:: 2
Info 1418 [17:56:55.450] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1419 [17:56:55.519] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 355 structureChanged: false Elapsed: 68.34166300017387ms
Info 1420 [17:56:55.519] Different program with same set of files:: structureIsReused:: 2
Info 1421 [17:56:56.314] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1422 [17:56:56.381] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 356 structureChanged: false Elapsed: 66.43485500011593ms
Info 1423 [17:56:56.381] Different program with same set of files:: structureIsReused:: 2
Info 1424 [17:56:57.949] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1425 [17:56:58.035] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 357 structureChanged: false Elapsed: 85.8418929995969ms
Info 1426 [17:56:58.035] Different program with same set of files:: structureIsReused:: 2
Info 1427 [17:56:58.394] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1428 [17:56:58.414] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 358 structureChanged: false Elapsed: 19.644418999552727ms
Info 1429 [17:56:58.414] Different program with same set of files:: structureIsReused:: 2
Info 1430 [17:57:06.032] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1431 [17:57:06.085] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 359 structureChanged: false Elapsed: 53.32946600019932ms
Info 1432 [17:57:06.085] Different program with same set of files:: structureIsReused:: 2
Info 1433 [17:57:10.689] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1434 [17:57:10.751] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 360 structureChanged: false Elapsed: 62.748715999536216ms
Info 1435 [17:57:10.752] Different program with same set of files:: structureIsReused:: 2
Info 1436 [17:57:11.813] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1437 [17:57:11.832] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 361 structureChanged: false Elapsed: 19.278353000059724ms
Info 1438 [17:57:11.832] Different program with same set of files:: structureIsReused:: 2
Info 1439 [17:57:11.964] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1440 [17:57:11.983] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 362 structureChanged: false Elapsed: 19.420380000025034ms
Info 1441 [17:57:11.983] Different program with same set of files:: structureIsReused:: 2
Info 1442 [17:57:12.844] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1443 [17:57:12.898] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 363 structureChanged: false Elapsed: 54.68658500071615ms
Info 1444 [17:57:12.899] Different program with same set of files:: structureIsReused:: 2
Info 1445 [17:57:13.481] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1446 [17:57:13.518] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 364 structureChanged: false Elapsed: 37.04158500023186ms
Info 1447 [17:57:13.518] Different program with same set of files:: structureIsReused:: 2
Info 1448 [17:57:14.146] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
